PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT
3X40- FCL 741 BAGS (SEVEN HUNDRED FORTY ONE BAGS ONL Y) STERILIZED CLEAN NIGER SEED ONLY FOR BIRD FEED AN D NOT FOR HUMAN CONSUMPTIO N.SB NO. 2384988 DT. 01.0 2.2011 BUYER-S FDA REGN.NO .13553204708 OUR FDA REGN. NO.17734742672 TOTAL NET W T :75342.000 KGS ON BEH ALF OF SHAH NANJI NAGSI EX PORTS PVT LTD. DDC PREPAID H.S.CODE NO: 1207 99 303X40- FCL 741 BAGS (SEVEN HUNDRED FORTY ONE BAGS ONL Y) STERILIZED CLEAN NIGER SEED ONLY FOR BIRD FEED AN D NOT FOR HUMAN CONSUMPTIO N.SB NO. 2384988 DT. 01.0 2.2011 BUYER-S FDA REGN.NO .13553204708 OUR FDA REGN. NO.17734742672 TOTAL NET W T :75342.000 KGS ON BEH ALF OF SHAH NANJI NAGSI EX PORTS PVT LTD. DDC PREPAID H.S.CODE NO: 1207 99 303X40- FCL 741 BAGS (SEVEN HUNDRED FORTY ONE BAGS ONL Y) STERILIZED CLEAN NIGER SEED ONLY FOR BIRD FEED AN D NOT FOR HUMAN CONSUMPTIO N.SB NO. 2384988 DT. 01.0 2.2011 BUYER-S FDA REGN.NO .13553204708 OUR FDA REGN. NO.17734742672 TOTAL NET W T :75342.000 KGS ON BEH ALF OF SHAH NANJI NAGSI EX PORTS PVT LTD. DDC PREPAID H.S.CODE NO: 1207 99 30,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,SHAH NANJI NAGSI EXPORTS PVT. LTD.,03/08/2011,169239,76927,Salalah,"New York/Newark Area, Newark, New Jersey",NORTHERN JUPITER,Oman,NO MARKS SAME SAME SAME SAME SAME SAME SAME NO MARKS SAME SAME SAME SAME SAME SAME SAME NO MARKS SAME SAME SAME SAME SAME SAME SAME,FOOD & AG PRODUCTS DIVISION 12420 S CLACKAMAS OR OR97015 UNITED STATES,"ANAJ BAZAR, ITWARI 311 NAGPUR MH 440002 INDIA",12420,3,DFSU6458252 MSCU7756465 MSCU9596160,4510 4510 4510,741,BAG,0, ,MSCUM5835014, , ,G1105,E75477 E75462 E21029,LIBERIA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"PGA TRADING & SHIPPING INC 100, MEN", ,"NAGPUR, INDIA"
"PLYWOODPLYWOOD24 CRATES:- 4,440 PCSMALAYSIAN HARDWOOD ROTARY CUTHOT PRESS PLYWOOD'SHIPPED ON BOARD' FEEDER VESSELUNI-PRUDENT 0391-145E AT BINTULU,MALAYSIA ON 15.02.2011 FOR TRANSHIPMENTAT KAOHSIUNG BY MOTHER VESSEL EVER EAGLE0552-081E TO LOS ANGELES, CA, USA'",BRIDGEWELL RESOURCES, ,SAMLING PLYWOOD (BINTULU) SDN BHD,03/06/2011,110616,50280,Kaohsiung,"Los Angeles, California",EVER EAGLE,China Taiwan,BRIDGEWELL,"10200 SW GREENBURG ROAD, SUITE 500, TIGARD, OR 97223 USA TEL:(503) 872-3462 FAX:(503) 238-2653","LOT 367, BLOCK 38, KEMENA INDUSTRIAL ESTATE PO BOX 91 97007 BINTULU, SARAWAK MALAYSIA TEL NO:+6086-336686",97223,2,EMCU1028925 INBU5103931,42G1 42G0,24,CRT,79,CM,EGLV096100002514, , ,0552E,EMCFTL9788 EMCFTL9798,UNITED KINGDOM,00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES, ,BINTULU
"PLYWOODPLYWOODPLYWOODPLYWOODPLYWOOD60 CRATES :- 17,700 PCSMALAYSIAN HARDWOOD ROTARY CUTHOT PRESS PLYWOOD'SHIPPED -ON BOARD- FEEDER VESSELUNI-PRUDENT 0391-145E AT BINTULU,MALAYSIA ON 15.02.2011 FOR TRANSHIPMENTAT KAOHSIUNG BY MOTHER VESSEL EVER EAGLE0552-081E TO NEW ORLEANS, LA, USA'",BRIDGEWELL RESOURCES, ,SAMLING PLYWOOD (BINTULU) SDN BHD,03/06/2011,210976,95898,Kaohsiung,"Los Angeles, California",EVER EAGLE,China Taiwan,BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL 614071 614072 614082,"10200 SW GREENBURG ROAD, SUITE 500, TIGARD, OR 97223 USA TEL: (503) 872-3462 FAX: (503) 238-2653","LOT 367, BLOCK 38, KEMENA INDUSTRIAL ESTATE, PO BOX 91 97007 BINTULU, SARAWAK, MALAYSIA TEL NO : +6086-336686",97223,5,EISU1566190 EMCU1141783 FSCU4502686 GVCU4004125 UGMU8090628,42G1 42G1 42G0 42G0 42G1,60,CRT,159,CM,EGLV096100000309, , ,0552E,EMCFTL8888 EMCFTL8858 EMCFTL8898 EMCFTL8878 EMCFTL8868,UNITED KINGDOM,61 - Immediate Transportation,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES, ,BINTULU
KD DARK RED MERANTI MOULDINGS A GRADE (SHO,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,LOW FATT WOOD INDUSTRIES SDN BHD,03/01/2011,35746,16248,Shanghai,"Portland, Oregon",HANJIN LONDON,China,NO MARKS,"INTERNATIONAL DIVISION 10200 SW GREENBURG RD, SUITE #500 TIGARD, OR 972223 **",". BATU 20, AJIL, 21800 HULU TERENGGANU, TERENGGANU, MALAYSIA *",97222,1,HJCU7665839,4CG0,12,CRT,0, ,HJSCPKG100676200, , ,0114E,H063901,PANAMA,00 - Consumption Category,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,BRIDGEWELL RESOURCES LLC, ,PORT KLANG
"PLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOOD",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"LINYI ANSHUN TIMBER CO.,LTD.",03/01/2011,385000,175000,South Riding Point,"Houston, Texas",MSC NATAL,Bahamas,N M N M N M N M N M N M N M,10220 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A. TEL:503.872.3566 TIGARD OREGON US,"ZHUBAO INDUSTRIAL ZONE,LANSHAN DISTRICT TEL:86-539-8553588 LINYI CN",97223,7,CLHU8702134 MSCU7652120 MSCU8474790 INKU6736536 TTNU9747762 MSCU8849691 MSCU8917841,45G0 45G0 45G0 45G0 45G0 45G0 45G0,126,CRT,3,CM,GEVIGEHOU1012049,H,MSCUQG156055,061A,9647826 9647755 9647836 9647834 9647777 9700337 9700333,LIBERIA,00 - Consumption Category,GEVI,GOLDEVER INTERNATIONAL LOGISTICS CO LTD,QINGDAO, ,266071,RM 2601 CENTRAL INTERNATIONAL PLAZA NO 19ZHANG ZHO,BRIDGEWELL RESOURCES LLCMSC (USA) INC., ,TSINGTAO
"PLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOOD",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"LINYI ANSHUN TIMBER CO.,LTD.",03/01/2011,275000,125000,South Riding Point,"Houston, Texas",MSC NATAL,Bahamas,N M N M N M N M N M,10220 SW GREENBURG RD SUITE 500 TIGARD OREGON97223 U.S.A. TEL:503.872.3566 TIGARD OREGON US,"ZHUBAO INDUSTRIAL ZONE,LANSHAN DISTRICT TEL:86-539-8553588 LINYI CN",97223,5,MSCU8358260 MSCU7273410 INKU6641430 MSCU7790665 INKU6692607,45G0 45G0 45G0 45G0 45G0,90,CRT,2,CM,GEVIGEHOU1012083,H,MSCUQG184974,061A,9744032 9744006 9704016 9704011 9704066,LIBERIA,00 - Consumption Category,GEVI,GOLDEVER INTERNATIONAL LOGISTICS CO LTD,QINGDAO, ,266071,RM 2601 CENTRAL INTERNATIONAL PLAZA NO 19ZHANG ZHO,BRIDGEWELL RESOURCES LLCMSC (USA) INC., ,TSINGTAO
NET WEIGHT 24770 KGSNET WEIGHT 24770 KGS 44 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 12144 MBF 44.292 CBM 104.520 ORDER NR. 613275/613276 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK& APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,03/01/2011,110440,50200,Montevideo,"Charleston, South Carolina",MSC COLOMBIA,Uruguay,NO MARKS DUA 505124 SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,2,AMFU8410160 INKU6682620,4510 4510,44,BOX,104,CM,MSCUU1319815, , ,1101R,7421795 7421844,UNITED KINGDOM,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO
22 PALLET (S) WITH URUGUAYAN PINE K/D BLANKSS2S PCS 13134 MBF 21.558 CBM 50.860 ORDERNR. 613272 NET WEIGHT 24.070 KGS WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,03/01/2011,53680,24400,Montevideo,"Charleston, South Carolina",MSC COLOMBIA,Uruguay,NO MARKS SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,MSCU9504776,4510,22,BOX,50,CM,MSCUUU001279, , ,1101R,7425803,UNITED KINGDOM,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO
"PLYWOODPLYWOODPLYWOODPLYWOODPLYWOODPLYWOOD96 CRATES:- 24,810 PCSMALAYSIAN HARDWOOD ROTARY CUTHOT PRESS PLYWOOD'SHIPPED -ON BOARD- FEEDER VESSEL EVERPRIMA 0387-098E AT BINTULU, MALAYSIA ON17.01.2011 FOR TRANSHIPMENT AT KAOHSIUNGBY MOTHER VESSEL ITAL LAGUNA 0559-030ETO BALTIMORE, MD, USA'THE SAME",BRIDGEWELL RESOURCES, ,SAMLING PLYWOOD (BINTULU) SDN BHD,02/23/2011,332147,150976,Kaohsiung,"Baltimore, Maryland",ITAL LAGUNA,China Taiwan,BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL 614099 614101 614069,"10200 SW GREENBURG ROAD, SUITE 500, TIGARO, OR 97223 USA TEL:(503)872-3462 FAX:(503)238-2653","LOT 367, BLOCK 38, KEMENA INDUSTRIAL ESTATE PO BOX 91 97007 BINTULU, SARAWAK, MALAYSIA TEL NO:+6086-336686",97223,6,EGHU1022711 EMCU1282020 EMCU1334859 EMCU1376941 GVCU4117287 TTNU4149500,42G1 42G1 42G1 42G1 42G0 42G0,96,CRT,236,CM,EGLV096100000295, , ,0559A,EMCFTE0898 EMCFTE0878 EMCFTE0868 EMCFTE0858 EMCFTE0848 EMCFTE0888,ITALY,00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES, ,BINTULU
"PLAST,BUILDERS WARE,OTHERPLYWOOD (PLASBOARD)MATERIAL NAME AND SPECIFICATIONAATOMO PLASBOARDSIZE:12MM X 4FT X 8FT - 57 PCSSIZE:18MM X 4FT X 8FT - 228 PCSHS CODE:3925.90.00.00PURCHASE ORDER NO:00615815GST NO:82396 8862 RM001",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,AATOMO BOARD MANUFACTURING (M) SDN,02/23/2011,32615,14825,Tanjung Pelepas,"Tacoma, Washington",EVER UNITED,Malaysia,NO MARK NO MARK THE SAME THE SAME THE SAME THE SAME THE SAME THE SAME,625 DEVONIAN AVE KELOWNA BC V1W-4Z8 TEL: 503-872-3462 FAX: 503-238-2653,"BHD PLOT 135, JALAN PERINDUSTRIAN BUKIT MINYAK 4, KAWASAN PERINDUSTRIAN BUKIT MINYAK, 14000 BUKIT MERTAJAM",0,1,FSCU7546944,22G0,285,PCS,17,CM,EGLV090100002701, , ,0171E,EMCAGD6040,SINGAPORE,00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES LLCLIVINGSTON INTERNATIONAL, ,PENANG
JAMBS CLEAR FJ FLAT PRIMED,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,INDUSFLORA PRODUTOS FLORESTAIS LTDA,02/20/2011,46420,21100,Itajay,"Houston, Texas",CAP SAN LORENZO,Brazil,MADE IN BRAZIL,10200 SOUTHWEST GREENBURG ROAD TIGARD OR 97223 US,ROD.BR 282 - KM 05 LAGES SC BR,97223,1,SUDU5614356, ,20,PKG,0, ,CEVVEASY5047525,H,SUDU619108485012,78,3623414,LIBERIA,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295, , ,ITAJAI
"COCONUT OIL1 X 20- DRY CONTAINER VAN CONTAINING15.2 METRIC TONS OF CERTIFIED ORGANICCOCONUT OIL-RBD, CERTIFIED ACC. TOUS-NOP AND CERTIFIED ACC.TO REGULATION(EEC) NO. 834/2007 BY ECOCERT SA,F-32600, STAR-K KOSHER CERTIFIED,PACKED IN BRAND NEW STEEL DRUMS, FFANOT EXCEEDING 1%, POV MAX 1 SOUND &HEALTHY ACC. TO GERMAN FOOD LAW.(WITH 1 BOX X 2 JARS X 500 ML EACH OFORGANIC RBD SAMPLE INCLUDED IN THESHIPMENT)NET WEIGHT: 15.2 MTTHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC",02/20/2011,35904,16320,Kaohsiung,"Tacoma, Washington",ITAL USODIMARE,China Taiwan,"ORGANIC COCONUT OIL RBD ORGANIC COCONUT OIL RBD LOT NO. 028 101005 008 MANUFACTURING DATE: OCTOBER 5, 2010 NET WEIGHT: 418.87 LBS/ 190 KGS CERTIFIED BY: ECOCERT SA F-32600 INGREDIENTS: CERTIFIED ORGANIC COCONUT OIL STORAGE CONDITIONS: COOL/DRY ( 70 F/21 C)/ SUN/ AIR PROTECTED MANUFACTURED IN: PHILIPPINES MANUFACTURED FOR: BRIDGEWELL RESOURCES LLC FOOD AND AG PRODUCTS DIVISION 12420 SE CARPENTER DRIVE, CHACKAMAS, OR 97012 USA","FOOD AND AG PRODUCTS DIVISION 12420 SE CARPENTER DRIVE CHACKAMAS, OR 97012 USA TEL.:503-723 5410 FAX:503 723 5455","NATIONAL HIGHWAY BRGY. CARIDAD, BAYBAY CITY LEYTE, PHILIPPINES 6521",97012,1,EMCU3849540,22G1,80,DRM,25,CM,EGLV061100000497, , ,0170E,EMCAMZ8710,ITALY,61 - Immediate Transportation,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES LLCCARE NATURKOST GMBH & CO., ,CEBU
"COCONUT OIL1 X 20- DRY CONTAINER VAN CONTAINING15.2 METRIC TONS OF CERTIFIED ORGANICCOCONUT OIL-RBD, CERTIFIED ACC. TOUS-NOP AND CERTIFIED ACC. TO REGULATION(EEC) NO. 834/2007 BY ECOCERT SA,F-32600, STAR-K KOSHER CERTIFIED,PACKED IN BRAND NEW STEEL DRUMS, FFANOT EXCEEDING 1%, POV MAX 1, SOUND &HEALTHY ACC. TO GERMAN FOOD LAW. (WITH 1BOX X 2 JARS X 500 ML EACH OF ORGANICRBD SAMPLE INCLUDED IN THE SHIPMENT)NET WEIGHT: 15.2 MTTHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC",02/20/2011,35904,16320,Kaohsiung,"Tacoma, Washington",ITAL USODIMARE,China Taiwan,"ORGANIC COCONUT OIL RBD ORGANIC COCONUT OIL RBD LOT NO. 028 101005 008 MANUFACTURING DATE: OCTOBER 5, 2010 NET WEIGHT: 418.87 LBS/ 190 KGS CERTIFIED BY: ECOCERT SA F-32600 INGREDIENTS: CERTIFIED ORGANIC COCONUT OIL STORAGE CONDITIONS: COOL/DRY ( 70 F/21 C)/ SUN/AIR PROTECTED MANUFACTURED IN: PHILIPPINES MANUFACTURED FOR: BRIDGEWELL RESOURCES LLC FOOD AND AG PRODUCTS DIVISION 12420 SE CARPENTER DRIVE, CHACKAMAS, OR 97012 USA","FOOD AND AG PRODUCTS DIVISION 12420 SE CARPENTER DRIVE CHACKAMAS, OR 97012 USA TEL.:503-723 5410 FAX:503 723 5455","NATIONAL HIGHWAY BRGY. CARIDAD, BAYBAY CITY LEYTE, PHILIPPINES 6521",97012,1,EMCU3824515,22G1,80,DRM,25,CM,EGLV061100002058, , ,0170E,EMCAMZ9270,ITALY,61 - Immediate Transportation,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES LLCCARE NATURKOST GMBH & CO., ,CEBU
"PLYWOODPLYWOODPLYWOODPLYWOODPLYWOODPLYWOODPLYWOODPLYWOOD92 CRATES :- 20,545 PCSMALAYSIAN HARDWOOD ROTARY CUTHOT PRESS PLYWOOD'SHIPPED ON BOARD FEEDER VESSEL UNI-PROBITY 0389-116E AT BINTULU, MALAYSIAON 31.01.2011 FOR TRANSHIPMENTAT KAOHSIUNG BY MOTHER VESSEL EVERSMART 0550-034E TO HOUSTON, TX, USA'THE SAMETHE SAME",BRIDGEWELL RESOURCES, ,SAMLING PLYWOOD (BINTULU) SDN BHD,02/20/2011,335425,152466,Kaohsiung,"Los Angeles, California",EVER SMART,China Taiwan,BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL BRIDGEWELL 614094 614095 614067,"10200 SW GREENBURG ROAD, SUITE 500, TIGARD, OR 97223 USA TEL: (503) 872-3462 FAX: (503) 238-2653","LOT 367 BLOCK 38 KEMENA INDUSTRIAL ESTATE P.O.BOX 91 97007 BINTULU, SARAWAK, MALAYSIA TEL NO: +6086-336686",97223,8,EGHU1042960 EISU1615421 EISU1751562 EMCU1358784 FSCU4336369 HMCU1057309 PGRU4162425 TGHU4796948,42G1 42G1 42G1 42G1 42G0 42G1 42G0 42G0,92,CRT,252,CM,EGLV096100000279, , ,0550E,EMCFTL8078 EMCFTL8048 EMCFTL8058 EMCFTL8088 EMCFTL8028 EMCFTL8068 EMCFTL8038 EMCFTL8098,UNITED KINGDOM,00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES, ,BINTULU
"CONIFEROUS WD,SAWN,FINGRJOINTD39 PALLET (S) WITH URUGUAYAN PINE KD BLANK S2CONIFEROUS WD,SAWN,FINGRJOINTDS PCS 7284 MBF 21.119 CBM 49.850 NET WEIGHT 2CONIFEROUS WD,SAWN,FINGRJOINTD5255 KGS FREIGHT PREPAID ORDER NR. 613843 WOCONIFEROUS WD,SAWN,FINGRJOINTDOD PACKING MATERIALS BEING USED ARE FREE OF BCONIFEROUS WD,SAWN,FINGRJOINTDARK & APPARENTLY FREE FROMLIVE PLANT PEST",BRIDGEWELL RESOURCES, ,DANK S.A.,02/18/2011,56848,25840,South Riding Point,"Port Everglades, Florida",MSC ANIELLO,Bahamas,NO MARKS SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,TRLU8206417,4510,39,PKG,49,CM,MSCUU1319187, , ,258P,7421740,PANAMA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO
22 PALLET (S) WITH URUGUAYAN PINE K/D BLANKSS2S PCS 6138 MBF 22.386 CBM 52.840 ORDER NR. 613274 NET WEIGHT 25.020 KGS WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,02/16/2011,55770,25350,Montevideo,"Charleston, South Carolina",MONTREAL,Uruguay,NO MARKS SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,TGHU8137635,4510,22,BOX,52,CM,MSCUU1319179, , ,1050R,7421646,UNITED KINGDOM,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO
BIRCH PLYWOODBIRCH PLYWOODBIRCH PLYWOOD,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"LINYI ANSHUN TIMBER CO., LTD.",02/16/2011,220000,100000,Colon,"Baltimore, Maryland",EVER DAINTY,Panama,PO#:00613928 PO#:00613928 PO#:00613928 PO#:00613928 PO#:00613928 PO#:00614175 PO#:00614176 PO#:00614150,10200 SW GREENBURG RD SUITE 500 TIGARD OREGON 97223 U.S.A. TEL:503.872.3566,"ZHUBAO INDUSTRIAL ZONE, LANSHAN DISTRICT, LINYI CITY, CHINA TEL: 0086-539-8553588 FAX: 0086-539-8553566",97223,4,EGSU9001370 EMCU9751484 FCIU8377480 GVCU5159224,45G1 45G1 45G0 45G0,72,CRT,189,CM,EGLV140001134588, , ,0558E,EMCGGD3988 EMCGGM3618 EMCGGM3608 EMCGGD3998,SINGAPORE,00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES LLCRICHARD MURRAY, ,"QINGDAO, CHINA"
PLYWOODHS CODE:44123900PLYWOODHS CODE:44123900,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"DEQING SHENGQIANG WOOD CO., LTD.",02/15/2011,85800,39000,Shanghai,"New Orleans, Louisiana",MSC NATAL,China,PO:00614189 PO:00614199 PO:00614189 PO:00614199,INTERNATIONAL WOOD PRODUCTS DIVISION 10200 SWGREENBURG RD SUITE 500 T:5038723462 F:5032382653 TIGARD OR 97223 US,"ZHONGGUAN INDUSTRIAL AREA, DEQING ZHEJIANG CHINA TEL:0572-2095708",10200,2,AMFU8402606 TGHU7029852,45G0 45G0,34,CRT,0,X,GEVIYSNEW1012019,H,MSCUD7064431,060A,9782871 9782872,LIBERIA,00 - Consumption Category,GEVI,GOLDEVER INTERNATIONAL LOGISTICS CO LTD,QINGDAO, ,266071,RM 2601 CENTRAL INTERNATIONAL PLAZA NO 19ZHANG ZHO,BRIDGEWELL RESOURCES LLCMSC (USA) INC., ,SHANGHAI
"PLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOODPLYWD,FACE PLY BIRCH,SPEC DIMEBIRCH PLYWOOD",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"LINYI ANSHUN TIMBER CO.,LTD.",02/15/2011,110000,50000,South Riding Point,"New Orleans, Louisiana",MSC NATAL,Bahamas,N M N M,10220 SW GREENBURG RD SUITE 500 TIGARD OREGON97223 U.S.A. TEL:503.872.3566 TIGARD OREGON US,"ZHUBAO INDUSTRIAL ZONE,LANSHAN DISTRICT TEL:86-539-8553588 LINYI CN",97223,2,MSCU7990848 MSCU9790788,45G0 45G0,36,CRT,0,X,GEVIGENEW1012048,H,MSCUQG155792,060A,9700331 9700296,LIBERIA,00 - Consumption Category,GEVI,GOLDEVER INTERNATIONAL LOGISTICS CO LTD,QINGDAO, ,266071,RM 2601 CENTRAL INTERNATIONAL PLAZA NO 19ZHANG ZHO,BRIDGEWELL RESOURCES LLCMSC (USA) INC., ,TSINGTAO
"WOOD FLOORING, NON CONIFEROUSINDONESIAN WOOD PRODUCTS RED BALAU",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,PT ALAS PETALA MAKMUR,02/14/2011,41562,18892,Pusan,"Seattle, Washington",HANJIN MADRID,South Korea,N M,"INTERNATIONAL DIVISION 10200 SW GREENBURG RD, SUITE 500 TIGARD,OREGON 97223,USA TEL 503-872-2537 FAX 503-238-2653 *",. JL TAMBAK LANGON NO 18 SURABAYA INDONESIA,97223,1,TTNU4933743,4CG0,12,PKG,0, ,HJSCSUB100186700, , ,0063E,HA925332,GERMANY,00 - Consumption Category,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,BRIDGEWELL RESOURCES LLC, ,"SURABAYA, JAVA"
