PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,YEAR,IMPORTER_CLEANED,IMPORTER_COUNTRY
"ROUND GREENHEART PILES CMCU 4956010 STC:23 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 13 - 15 BUTT DIAMETERS 893 LINEAL FEET, 13 - 15 BUTT DIAMETERS 895 LINEAL FEET ------------------------------- WHITE & BLUE ENDS - PO# 17-041 D&D #12726 ------------------------------- ROUND GREENHEART PILES CMCU 4956010 STC:23 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 13 - 15 BUTT DIAMETERS 893 LINEAL FEET, 13 - 15 BUTT DIAMETERS 895 LINEAL FEET ------------------------------- WHITE & BLUE ENDS - PO# 17-041 D&D #12726 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-08-06 00:00:00,96844,44020,Haina,"Port Everglades, Florida",PAVO J,Dominican Republic,CONTAINER# CMCU 4956010 SEAL# CTA404929 BSIU 9792415 SEAL# CTA404930 DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO CONTAINER# CMCU 4956010 SEAL# CTA404929 BSIU 9792415 SEAL# CTA404930 DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,2,CMCU4956010 BSIU9792415,4510 4510,46,PCS,31,M,CWLQGEDN7M000445, , ,D7061,R10269205 R10269210,ANTIGUA AND BARBUDA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
ROUND GREENHEART PILES 17 PIECES - 35' LENGTHS 10 PIECES - 30 LENGHTS 12-14 BUTT DIAMETERS 895 LINEAL FEET FREIGHT COLLECT ALL LOCAL CHANGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-06-22 00:00:00,56879,25854,Port Bustamante,"New York/Newark Area, Newark, New Jersey",HYUNDAI MERCURY,Jamaica,WHITE & BLUE ENDS PO # 17-040 PL PO# 9947,"16877 EAST COLONIAL DR. NO 305 ORLANDO FL 32820, USA TEL:1-407-982-3328",LOT 48 COVENT GARDEN EAST BANK DEMERARA GUYANA,16877,1,TCLU5259836,4500,27,PCS,552,CF,ZIMUGTG11192, , ,51W,CTA400153 ZZCO25715,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS ABOVE,NO ADDRESS,GEORGETOWN - GUYA,Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS 886 LINEAL FEET ------------------------------ STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS, 894 LINEAL FEET ROUND GREENHEART PILES IN BOTH CONTAINERS-PO#17-004 D&D# 8757 ------------------------------ ROUND GREENHEART PILES STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS 886 LINEAL FEET ------------------------------ STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS, 894 LINEAL FEET ROUND GREENHEART PILES IN BOTH CONTAINERS-PO#17-004 D&D# 8757 ------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-05-16 00:00:00,100496,45680,Demerara,"Port Everglades, Florida",AS FIORELLA,Guyana,CONTAINER# SEGU 4203237 SEAL# CTA397878 ------------- ------------- SEGU 5285590 SEAL# CTA397879 DITTO DITTO DITTO DITTO CONTAINER# SEGU 4203237 SEAL# CTA397878 ------------- ------------- SEGU 5285590 SEAL# CTA397879 DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,2,SEGU5285590 SEGU4203237,4510 4510,46,PCS,33,M,CWLQGEDN7M000285, , ,I7017,R10268602 R10267978,LIBERIA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
ROUND GREENHEART PILES 30' AND 32' LENGTHS 12-14 BUTT DIAMETERS 954 LINEAL FEET ROUND GREENHEART PILES 35' AND 37' LENGTHS 12-14 BUTT DIAMETERS 903 LINEAL FEET,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-05-07 00:00:00,125794,57179,Port Bustamante,"New York/Newark Area, Newark, New Jersey",OCTAVIA,Jamaica,WHITE & BLUE ENDS PO# 17-016 REF#. 9866 WHITE & BLUE ENDS PO# 17-016 REF#. 9866,"16877 EAST COLONIAL DR. NO 305 ORLANDO FL 32820, USA TEL:1-407-982-3328",48 COVENT GARDEN EAST BANK DEMERARA GUYANA,16877,2,ZCSU8969094 FSCU6773265,4500 4500,55,PCS,1212,CF,ZIMUGTG11001, , ,21W,ZZCK99092 CTA393646 CTA393647 ZZCK99089,MARSHALL ISLANDS, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
ROUND GREENHEART PILES 20' AND 25' LENGTHS 9.5 - 11.75 BUTT DIAMETERS 1200 LINEAL FEET FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-05-07 00:00:00,54410,24732,Port Bustamante,"New York/Newark Area, Newark, New Jersey",OCTAVIA,Jamaica,WHITE & BLUE ENDS PO# 17-033 REF.# 9904,16877 EAST COLONIAL DR. # 305 ORLANDO FLORIDA 32820 USA TEL:1-407-982-3328,LOT 48 COVENT GARDEN EAST BANK DEMERARA GUYANA,32820,1,ZCSU7047170,4500,54,PCS,505,CF,ZIMUGTG10991, , ,21W,ZZCK99075 CTA393643,MARSHALL ISLANDS, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS ABOVE,NO ADDRESS,GEORGETOWN - GUYA,Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:26 PIECES- 31'- 39'LENGTHS 12 - 14 BUTT DIAMETERS 907 LINEAL FEET ROUND GREENHEART PILES ------------------------------ PO# E15721, YELLOW ENDS - FWI ------------------------------",FOREVERWOOD INC,FOREVERGOOD LIMITED,WOODS DIRECT INC,2017-04-04 00:00:00,52250,23750,Demerara,"Port Everglades, Florida",AS FIORELLA,Guyana,CONTAINER# SEFU 4214135 SEAL# CTA390602 DITTO DITTO DITTO DITTO DITTO DITTO,"5227 NW 35TH COURT MIAMI, FLORIDA 33142 USA","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",33142,1,SEFU4214135,4510,26,PCS,15,M,CWLQGEDN7M000174, , ,I7011,R10267747,LIBERIA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,FOREVERWOOD INC,"5227 NW 35TH COURT MIAMI, FLORIDA 33142 USA","GEORGETOWN, GY",Woods Direct Inc.,2017,FOREVERWOOD INC,United States
"GREENHEART PILES&SHINGLE STC:150 PIECES - 10'LENGTHS 80 PIECES - 8' LENGHTS ROUND WALLABA POSTS PO# 17-013 ----------------------------- 980 PIECES, 490 LINEAL FEET-4X5X18 HIP & RIDGE-WALLABA SHINGLES PO# 17-017 -----------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-04-04 00:00:00,20887,9494,Demerara,"Port Everglades, Florida",AS FIORELLA,Guyana,CONTAINER# FCIU 3303485 SEAL# CTA390603 DITTO DITTO DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,FCIU3303485,2210,1210,PCS,4,M,CWLQGEDN7M000175, , ,I7011,R10267859,LIBERIA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
ROUND GREENHEART PILES STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS 891 LINEAL FEET ROUND GREENHEART PILES ------------------------------,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-02-22 00:00:00,47190,21450,Demerara,"Port Everglades, Florida",AS FIORELLA,Guyana,CONTAINER# SEGU 4215639 CTA384868 PO#17-004 D&D# 8757 DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,SEGU4215639,4510,23,PCS,18,M,CWLQGEDN7M000087, , ,I7005,R10267672,LIBERIA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS 895 LINEAL FEET ROUND GREENHEART PILES ------------------------------ STC:23 PIECES- 37'- 39'LENGTHS, 13 - 15 BUTT DIAMETERS 881 LINEAL FEET ROUND GREENHEART PILES ------------------------------ ROUND GREENHEART PILES STC:23 PIECES- 37'- 39'LENGTHS 13 - 15 BUTT DIAMETERS 895 LINEAL FEET ROUND GREENHEART PILES ------------------------------ STC:23 PIECES- 37'- 39'LENGTHS, 13 - 15 BUTT DIAMETERS 881 LINEAL FEET ROUND GREENHEART PILES ------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-02-15 00:00:00,102696,46680,Demerara,"Port Everglades, Florida",FOUMA,Guyana,CONTAINER# BSIU 9699447 SEAL# CTA384606 PO#17-001 D&D# 7951 FCIU 9429439 SEAL# CTA384605 PO#17-002 D&D# 7952 DITTO DITTO CONTAINER# BSIU 9699447 SEAL# CTA384606 PO#17-001 D&D# 7951 FCIU 9429439 SEAL# CTA384605 PO#17-002 D&D# 7952 DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,2,FCIU9429439 BSIU9699447,4510 4510,46,PCS,32,M,CWLQGEDN7M000062, , ,I7004,R10267691 R10267690,CYPRUS, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
CONSISTING OF 54 PIECES ROUGH SAWN GREENHEART LUMBER CONSISTING OF 124 PIECES ROUGH SAWN GREENHEART LUMBER,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-01-27 00:00:00,133687,60767,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SAN FRANCISCO,Jamaica,PO# BNA-5434 YELLOW & BLUE ENDS PO# BNA-5434 YELLOW & BLUE ENDS,16877 EAST COLONIAL DR. NO 305 ORLANDO FL 32820 USA TEL:1-407-982-3328,LOT 48 COVENT GARDEN EAST BANK DEMERARA GUYANA,32820,2,ZCSU7040469 FSCU8093966,4500 4500,45,BDL,1399,CF,ZIMUGTG10578, , ,38W,ZZCO35063 CTA379410 CTA379411 ZZCO35053,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,"BASILICATO NORTH AMERICA, LLC","1001 S MYRTLE AVE NO. 1 CLEARWATER FL 33756, USA TEL:1-727-581-3593",GEORGETOWN - GUYA,Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
CONSISTING OF 251 PIECES DRESSED PURPLEHEART LUMBER CONSISTING OF 80 PIECES DRESSED PURPLEHEART LUMBER S2S,"WOODS DIRECT INTERNATIONAL, LLC",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-01-23 00:00:00,92505,42048,Port Bustamante,"Savannah, Georgia",ZIM SAN FRANCISCO,Jamaica,YELLOW ENDS YELLOW ENDS,"16877 EAST COLONIAL DR.# 305 ORLANDO FL 32820 USA TEL:14079823328, FAX:14075443411",LOT 48 COVENT GARDEN EAST BANK DEMERARA GUYANA,32820,2,ZCSU7040263 ZIMU1134512,4500 2200,25,BDL,1134,CF,ZIMUGTG10580, , ,38W,ZZCO35049 CTA379409 CTA379408 ZZCO35060,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
CONSISTING OF 111 PIECES ROUGH SAWN GREENHEART LUMBER CONSISTING OF 72 PIECES ROUGH SAWN GREENHEART LUMBER,"WOODS DIRECT INTERNATIONAL, LLC",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2017-01-03 00:00:00,132452,60205,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SHANGHAI,Jamaica,PO# BNA-5434 YELLOW & BLUE ENDS PO# BNA-5434 YELLOW & BLUE ENDS,16877 EAST COLONIAL DR. NO 305 ORLANDO FL 32820 USA TEL:1-407-982-3328,LOT 48 COVENT GARDEN EAST BANK DEMERARA GUYANA,32820,2,ZCSU8501122 FSCU8166722,4500 4500,39,BDL,1403,CF,ZIMUGTG10558, , ,60W,CTA378406 ZZCO25168 CTA378405 ZZCO25167,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,"BASILICATO NORTH AMERICA, LLC",1001 S MYRTLE AVE CLEARWATER FL 33770 USA TEL:1-727-581-3593,GEORGETOWN - GUYA,Woods Direct Inc.,2017,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:24 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 13 - 15 BUTT DIAMETERS 930 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16172 D&D #4897 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-12-21 00:00:00,64724,29420,Demerara,"Port Everglades, Florida",WEISSHORN,Guyana,CONTAINER# GESU 6911842 SEAL# CTA378409 DITTO DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,GESU6911842,4510,24,PCS,19,M,CWLQGEDN6M000394, , ,I6048,R10267443,ANTIGUA AND BARBUDA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:24 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 13 - 15 BUTT DIAMETERS 931 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16175 D&D #4897 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-12-21 00:00:00,54824,24920,Demerara,"Port Everglades, Florida",WEISSHORN,Guyana,CONTAINER# CMCU 4959914 SEAL# CTA378408 DITTO DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,CMCU4959914,4510,24,PCS,17,M,CWLQGEDN6M000395, , ,I6048,R10267449,ANTIGUA AND BARBUDA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
CONSISTING OF 50 PIECES ROUGH SAWN GREEN HEART LUMBER CONSISTING OF 83 PIECES ROUGH SAWN GREEN HEART LUMBER,"WOODS DIRECT INTERNATIONAL, LLC",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-12-19 00:00:00,119908,54504,Port Bustamante,"New York/Newark Area, Newark, New Jersey",JULIETTE RICKMERS,Jamaica,PO# BNA-5434 PO# BNA-5434,16877 EAST COLONIAL DRIVE NO 305 OR LANDO FL 32820 USA TEL: 1-407-982-3 328,LOT 48 COVENT GARDEN EAST BANK DEM ERARA GUYANA,32820,2,ZCSU8557266 TCNU8888927,4500 4500,33,BDL,0,CF,ZIMUGTG10470, , ,18W,ZZCO25006 CTA376439 ZZCO25009 CTA376440,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,"BASILICATO NORTH AMERICA, LLC",1001 S MYRTLE AVE NO. 1 CLEAR WATER FL. 33756 USA TEL: 1-727-581-3593,GEORGETOWN,Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:23 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 13 - 14 BUTT DIAMETERS 888 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16172 D&D #4897 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-12-14 00:00:00,56430,25650,Demerara,"Port Everglades, Florida",FOUMA,Guyana,CONTAINER# BMOU 6079513 SEAL# R10267428 SEAL# CTA376618 DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,BMOU6079513,4510,23,PCS,18,M,CWLQGEDN6M000369, , ,I6047,R10267428,CYPRUS, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
(CONSISTING OF 65 PIECES) ROUGH SAWN GRE ENHEART LUMBER (CONSISTING OF 59 PIECES) ROUGH SAWN GRE ENHEART LUMBER,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-12-12 00:00:00,113559,51618,Port Bustamante,"New York/Newark Area, Newark, New Jersey",OCTAVIA,Jamaica,PO# BNA 5434 PO# BNA 5434,16877 EAST COLONIAL DR. # 305 ORLAN DO FL 32820 USA TEL:1-407-982-3328,LOT 48 COVENT GARDEN EAST BANK DEM ERARA GUYANA,32820,2,BMOU4507335 CRSU9071104,4500 4500,37,BDL,0,CF,ZIMUGTG10426, , ,9W,CTA376144 ZZCO12427 ZZCK97774 CTA375836,MARSHALL ISLANDS, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,BASILICATO NORTH AMERICA LLC,"1001 S. MYRTLE AVE #1 CLEARWATER, F L 33756 U.S.A TEL:1-727-581-3593",GEORGETOWN,Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:25 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 12 - 14 BUTT DIAMETERS 964 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16160 D&D #4130 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-11-17 00:00:00,57266,26030,Demerara,"Port Everglades, Florida",AS FEDERICA,Guyana,CONTAINER# CMCU 4962970 SEAL# R10198736 SEAL# CTA375449 DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,CMCU4962970,4510,25,PCS,19,M,CWLQGEDN6M000304, , ,I6043,R10198736,ANTIGUA AND BARBUDA, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
ROUND GREENHEART PILES (9 PIECES - 36' L ENGTHS) (13 PIECES - 44' LENGTHS) BUTT DI AMETERS: 12 -16 FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-11-06 00:00:00,56173,25533,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SAN FRANCISCO,Jamaica,WHITE & BLUE ENDS,16877 EAST COLONIAL DR # 305 ORLAND O FLORIDA 32820 USA TEL:1 407 982 3 328,LOT 48 COVENT GARDEN EAST BANK DEM ERARA GUYANA,32820,1,ZCSU9006695,9500,22,PCS,0,CF,ZIMUGTG10297, , ,37W,CTA368395 ZZCK94561,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
"ROUND GREENHEART PILES STC:25 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 12 - 14 BUTT DIAMETERS 968 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16151 D&D #918 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-11-01 00:00:00,57992,26360,Demerara,"Port Everglades, Florida",FOUMA,Guyana,CONTAINER# CMCU 4965943 SEAL# R10204708 SEAL# CTA368882 DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,CMCU4965943,4510,25,PCS,19,M,CWLQGEDN6M000266, , ,I6041,R10204708,CYPRUS, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",Woods Direct Inc.,2016,WOODS DIRECT INTERNATIONAL LLC.,United States
ROUND GREENHEART PILES LENGTHS : 35' BUTT DIAMETERS: 12 - 13 MARKS: YELLOW ENDS,STARFISH CONSTRUCTION FOR DRILL RIG,STARFISH CONSTRUCTION,WOODS DIRECT INC,2016-10-26 00:00:00,40071,18214,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,SEGU7629709,C/O PASSERINE AT ABACO HOLDINGS PORT OF MARSH HARBOUR MARSH HARBOUR BS,48 COVENT GARDEN EAST BANK DEMERARA GY, ,1,SEGU7629709,42P3,30,PCS,0, ,TSCW12197381, , ,391,,SAINT VINCENT AND THE GRENADINES,63 - Immediate Exportation,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET,-NOT AVAILABLE-,-NOT AVAILABLE-,31200,Woods Direct Inc.,2016,SMG CONSTRUCTION,Bahamas
