PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,SHIPPER_COUNTRY
WHEAT GLUTEN USED AS ANIM.FEEDVITAL WHEAT GLUTENWHEAT GLUTEN USED AS ANIM.FEEDVITAL WHEAT GLUTEN,ROYAL INGREDIENTS INC.,,ROYAL INGREDIENTS GROUP B.V.,2010-09-07 0:00:00,86728,39422,Antwerp,"Oakland, California",ANTWERPEN EXPRESS,Belgium,VITAL WHEAT GLUTEN PRODUCTION DATE EXPIRY DATE BATCH NO. VITAL WHEAT GLUTEN PRODUCTION DATE EXPIRY DATE BATCH NO.,295 NORTH FRANKLIN STREET DECATUR IL 62523 US,NOORDERSTRAAT 1C ALKMAAR 1823 CS NL,62523,2,CRXU4074946 CPSU4064351,4000 4000,1720,BAG,0,,AWSLAWSL062899,H,HLCUHAM100649890,61W31,136153 136152,GERMANY,00 - Consumption Category,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,BRIDGEWELL RESOURCES LLC,,DUELMEN,2010,ROYAL INGREDIENTS GROUP B.V.,Netherlands
CLEAR FJ KD S2S,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,INDUSFLORA PROD FLORESTAIS LTD,2010-09-07 0:00:00,46420,21100,Cristobal,"Charleston, South Carolina",MSC ULSAN,Panama,MADE IN BRAZIL,10200 SOUTHWEST GREENBURG ROAD TIGARD OR 97223 US,ROD BR 282 KM 05 LAGES SC 88506600 BR,97223,1,TCKU9250613,,16,BDL,0,,CEVVEASY5041370,H,MSCUFS247754,41,MSC640085,BAHAMAS,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,CRISTOBAL,2010,INDUSFLORA PRODUTOS FLORESTAIS LTDA,Brazil
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-09-01 0:00:00,54560,24800,Itajay,"Houston, Texas",MSC ALABAMA,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 95480 - VILA UNIDOS CAMBARA DO SUL RS BR 5554 244 1810,97281,1,MSCU9725951,,20,PKG,0,,CEVVEASY5041283A,H,MSCUIJ888461,825,MSC640039,GREECE,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-09-01 0:00:00,54560,24800,Itajay,"Houston, Texas",MSC ALABAMA,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 95480 - VILA UNIDOS CAMBARA DO SUL RS BR 5554 244 1810,97281,1,MSCU9093274,,20,PKG,0,,CEVVEASY5041283B,H,MSCUIJ888438,825,640064,GREECE,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
CLEAR KD TAEDA AND PARANA PINE FJ PRIMED SPLI,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL SA,2010-09-01 0:00:00,41294,18770,Itajay,"Houston, Texas",MSC ALABAMA,Brazil,MADE IN BRAZIL,10200 SW GREENBURG RD PORTLAND OR 97223 US,R GENERAL CAMARA 243 6 ANDAR PORTO ALEGRE RS BR 55 51 3221 7344,97223,1,TTNU9868851,,22,PKG,0,,CEVVEASY5041033,H,MSCUIJ888271,825,MSC651584,GREECE,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,ARAUPEL S/A,Brazil
JAMBS TE CLEAR FJ FLATJAMBS TE CLEAR FJ FLAT,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,INDUSFLORA PROD FLORESTAIS LTD,2010-09-01 0:00:00,92840,42200,Itajay,"Houston, Texas",MSC ALABAMA,Brazil,MADE IN BRAZIL MADE IN BRAZIL,10200 SOUTHWEST GREEBURG ROAD TIGARD OR 97223 US,ROD BR 282 KM 05 FAZENDA CHAPADA LAGES SC 88506600 BR,97223,2,TRLU5728737 TTNU9899765,,40,BDL,0,,CEVVEASY5041379,H,MSCUIJ888032,825,MSC640048 MSC640171,GREECE,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,INDUSFLORA PRODUTOS FLORESTAIS LTDA,Brazil
DECKING IPE AD S4S E4E,BRIDGEWELL RESOURCES,,TROPMAD COMERCIO DE MADEIRAS LTDA,2010-09-01 0:00:00,52800,24000,Caucedo,"Houston, Texas",MSC ALABAMA,Dominican Republic,MADE IN BRAZIL,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 US,AV JUSCELINO K DE OLIVEIRA 7019 CURITIBA PR BR,97223,1,MSCU7998710,,13,PKG,0,,CEVVEASY5041075,H,MSCUFS247036,825,MSC643982,GREECE,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,CAUCEDO,2010,G13 MADEIRAS LTDA,Brazil
"CONIFEROUS WD,SAWN,FINGRJOINTD10 PALLETS WITH URUGUAYAN PINE BLANKS KD CBMCONIFEROUS WD,SAWN,FINGRJOINTD46.42 MBF 19.684 FREIGHT PREPAID ORDER NR. 6CONIFEROUS WD,SAWN,FINGRJOINTD05614",BRIDGEWELL RESOURCES,,DANK S.A.,2010-09-01 0:00:00,49016,22280,South Riding Point,"Port Everglades, Florida",MSC WASHINGTON,Bahamas,NO MARKS SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,MSCU9890616,4510,10,PKG,46,CM,MSCUU1300013,,,24P,7424909,GREECE,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,,MONTEVIDEO,2010,DANK S.A.,Uruguay
LUMBER'TAEDA PINE LUMBER KILN DRIED' ON20 PALLETS.-CBM 50.40MBF 21.360SHIPPED ON BOARDFREIGHT PREPAIDORDER NR.: 605840PESO NETO: 23860 KGS.WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-08-30 0:00:00,53218,24190,Puerto Manzanillo,"Oakland, California",LONDON EXPRESS,Panama,NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281-PO BOX 23711 PORTLAND EEUU",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,1,HLXU6360808,4510,22,PCS,0,,HLCUMVD100700551,,,64W30,A3235347,GERMANY,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
,"CMPC USA, INC.",CMPC USA INC,CMPC MADERAS S.A.,2010-08-28 0:00:00,125902,57228,Manzanillo,"Oakland, California",LEDA TRADER,Mexico,N/M N/M,"1050 CROWN POINTE PARKWAY, SUITE 1590 ATLANTA, GA 30338 USA CONTACT: TERRY ASHMAN PHONE: 770-551-2640 FAX: 866-393-0355",AGUSTINAS 1343 4TH FLOOR SANTIAGO CHILE PHONE: 56-2-4412000 FAX: 56-2-6965437,30338,2,HLXU6249414 HLXU6250523,4510 4510,40,PCS,0,,HLCUSCL100711930,,,1017W,HLA3316479 HLA3316449,ANTIGUA AND BARBUDA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,SOLAN A. JAMES ENTERPRISE (CHB)BRIDGEWELL RESOURCES,,"LIRQUEN, CL",2010,CMPC MADERAS S.A.,Chile
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-08-25 0:00:00,54560,24800,Itajay,"Houston, Texas",CONTI CHIWAN,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 - VILA UNIDOS CAMBARA DO SUL RS BR,97281,1,GATU8382300,,20,PKG,0,,CEVVEASY5041981A,H,MSCUIJ893487,5,649997,LIBERIA,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
WOOD SAWN22 PACKAGESWITH URUGUAYAN PINEBLANKS KDCBM 52.84MBF 22.386ORDER NR.: 603573NET WEIGHT: 25030 KGS.WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-08-24 0:00:00,55792,25360,Cartagena,"Oakland, California",PEMBROKE,Colombia,NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281-PO BOX 23711 PORTLAND EEUU",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,1,HLXU6444642,4510,22,PCS,0,,HLCUMVD100600977,,,1016W,A3234279,LIBERIA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
,BRIDGEWELL RESOURCES,,DANK S.A.,2010-08-24 0:00:00,54670,24850,Cartagena,"Oakland, California",PEMBROKE,Colombia,NO MARKS,"10200 SW GREENBURG RD STE. 500 TIGARD, OR 97281 USA - PO BOX 23711 PORTLAND EEUU",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,1,FCIU8491868,4510,12,PCS,0,,HLCUMVD100602600,,,1016W,A3235202,LIBERIA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
"10 PALLETS OF 5 KG BLOCKS COCOSNUCIFERA NOT WRAPPED,10 PALLETS OF 5 KG BLOCKS COCOSNUCIFERA WRAPPED.",M/S BRIDGEWELL RESOURCES,,THIRAVIYAM COCO PRODUCTS,2010-08-23 0:00:00,42240,19200,Kobe,"Oakland, California",NYK AQUARIUS,Japan,NIL.,"FOOD AND AG. PRODUCTS DIVISION, 12420 SE CARPENTER DRIVE, CLACKAMES OR 97015 US","NO. 3/16B KEEZHA KRISHNAN PUTHOOR, PALLAM, NAGERCOIL, TAMIL NADU 629601 IN",97015,1,NYKU5408777,,20,PKG,0,,SWGBSWTSKN3047,H,NYKS3560074280,49E,3344372,PANAMA,00 - Consumption Category,SWGB,SWIFT GLOBAL LINE,CERRITOS,CA,90703-1045,16808 MARQUARDT AVE,,,TUTICORIN,2010,THIRAVIYAM COCO PRODUCTS,India
"3 X 20- CONTAINERS S.T.C.1501 X 50 KG BAGS#1 ESTON LENTILSSHIPPERS REF# 20302009370-01DELMAR REF# 89053710FREIGHT PREPAIDON BOARD 8-15-10CAED# 01I646 LC231520100801081TERMS AND CONDITIONS----- --- ----------1)SHIPPER-S LOAD, STOWAGE ANDCOUNT.3 X 20- CONTAINERS S.T.C.1501 X 50 KG BAGS#1 ESTON LENTILSSHIPPERS REF# 20302009370-01DELMAR REF# 89053710FREIGHT PREPAIDON BOARD 8-15-10CAED# 01I646 LC231520100801081TERMS AND CONDITIONS----- --- ----------1)SHIPPER-S LOAD, STOWAGE ANDCOUNT.3 X 20- CONTAINERS S.T.C.1501 X 50 KG BAGS#1 ESTON LENTILSSHIPPERS REF# 20302009370-01DELMAR REF# 89053710FREIGHT PREPAIDON BOARD 8-15-10CAED# 01I646 LC231520100801081TERMS AND CONDITIONS----- --- ----------1)SHIPPER-S LOAD, STOWAGE ANDCOUNT.",INVERSIONES EL ORIENTE AZUL SAC,,BRIDGEWELL RESOURCES LLC,2010-08-23 0:00:00,165110,75050,"Vancouver, BC","Oakland, California",CAP PALMERSTON,Canada,BOOKING NO. 000558746-2 NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS BOOKING NO. 000558746-2 NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS BOOKING NO. 000558746-2 NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"JR. PISAGUA 1031 LA VICTORIA, LIMA PERU PE .","12420 SE CARPENTER DRIVE CLARKAMAS, OREGON 97015 US . OR",0,3,CNIU1213099 TTNU3201007 TTNU3863425,,1501,CNT,99,CM,CNIU002972583,,,31SB,018147 018141 018150,LIBERIA,00 - Consumption Category,CNIU,COMPANIA CHILENA DE NAVIGACION INTEROCEA,LAS CONDES-SANTIAGO,,,,INVERSIONES EL ORIENTE AZUL SAC,,"VANCOUVER,CAN",2010,BRIDGEWELL RESOURCES LLC,United States
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-08-20 0:00:00,54120,24600,Itajay,"Houston, Texas",MSC JAPAN,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 95480 - VILA UNIDOS CAMBARA DO SUL RS BR 5554 244 1810,97281,1,MSCU9760335,,20,PKG,0,,CEVVEASY5042263,H,MSCUIJ895490,263,649980,PANAMA,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-08-20 0:00:00,54120,24600,Itajay,"Houston, Texas",MSC JAPAN,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 95480 - VILA UNIDOS CAMBARA DO SUL RS BR 5554 244 1810,97281,1,AMFU8430085,,20,PKG,0,,CEVVEASY5042263A,H,MSCUIJ895482,263,649928,PANAMA,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
PINE MOULDINGS22812 PCS OF PINE MOULDINGSPINE MOULDINGS ON 18 PALLETSPO: 601260OT: 1005-5213NCM: 4409.10.00.000RPE: 10025EC03000205-T,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ENRIQUE R. ZENI & CIA,2010-08-16 0:00:00,42394,19270,Buenos Aires,"Houston, Texas",CSAV LONQUIMAY,Argentina,ENRIQUE R. ZENI,"10200 SW GREENBURG RD., SUITE 400 TIGARD, OREGON-97223-USA AT: MS. TIA SANDBERG PH: (001-800) 784-3545","SACIAFEI SARMIENTO 459 2DO, BUENOS AIRES, ARGENTINA PH: 5458115000",97223,1,HLXU6133893,4510,18,PCS,0,,HLCUBU3100610840,,,1025N,DG63349 159609,LIBERIA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES LLC,,"BUENOS AIRES, AR",2010,ENRIQUE R. ZENI & CIA,Argentina
"COCONUT OIL (DRUMS)1 X 20 DRY CONTAINER VAN CONTAINING15.2 METRIC TONS OF CERTIFIED ORGANICCOCONUT OIL-RBD, CERTIFIED ACC. TOUS-NOP AND CERTIFIED ACC. TO REGULATION(EEC) NO. 834/2007 BY ECOCERT SA,F-32600, STAR-K KOSHER CERTIFIED,PACKED IN BRAND NEW STEEL DRUMS, FFA NOTEXCEEDING 3.5%, POV MAX 1, SOUND &HEALTHY ACC. TO GERMAN FOOD LAW &ACC. TO OUR SPECIFICATIONS.NET WEIGHT: 15.2 MTTHE SAMETHE SAMETHE SAMETHE SAMETHE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2010-08-14 0:00:00,35904,16320,Kaohsiung,"Oakland, California",EVER EAGLE,China Taiwan,"ORGANIC COCONUT OIL RBD ORGANIC COCONUT OIL RBD LOT NO. 027 100706 008 MANUFACTURING DATE: JULY 6, 2010 NET WEIGHT: 418.87 LBS/ 190 KGS CERTIFIED BY: ECOCERT SA F-32600 INGREDIENTS: CERTIFIED ORGANIC COCONUT OIL STORAGE CONDITIONS: COOL/DRY ( 70 F/21 C)/ SUN/AIR PROTECTED MANUFACTURED IN: PHILIPPINES MANUFACTURED FOR: BRIDGEWELL LLC","FOOD AND AG PRODUCTS DIVISION 12420 SE CARPENTER DRIVE CHACKAMAS, OR 97012 USA TEL.:503-723 5410 FAX:503-723-5455","NATIONAL HIGHWAY BRGY. CARIDAD, BAYBAY CITY LEYTE, PHILIPPINES 6521",12420,1,EMCU3909607,22G1,80,DRM,25,CM,EGLV061000012698,,,0522E,EMCAZT1419,UNITED KINGDOM,00 - Consumption Category,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338,,,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES LLCCARE NATURKOST GMBH & CO.,,CEBU,2010,"SC GLOBAL COCO PRODUCTS, INC.",Philippines
URUGUAYAN PINENET WEIGHT: 24970 KGSMBF 22.327URUGUAYAN PINEWITH URUGUAYAN PINENET WEIGHT: 25040MBF 22.386URUGUAYAN PINENET WEIGHT: 25040MBF 22.38666 PALLET (S)WITH URUGUAYAN PINEBLANKS KDCBM 158.38MBF 67.099ORDER NR.: 603586/603587/603588WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-08-14 0:00:00,167288,76040,Montevideo,"Charleston, South Carolina",MSC DEBRA,Uruguay,NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD STE. 500 TIGARD, OR 97281 PO BOX 23711 PORTLAND EEUU USA",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,3,HLXU6391497 HLXU6397290 HLXU6434177,4510 4510 4510,66,PCS,0,,HLCUMVD100602124,,,1023R,A3234379 A3234366 A3235244,PANAMA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
URUGUAYAN PINENET WEIGHT: 2475012 PACKAGESWITH URUGUAYAN PINEBLANKS KDCBM 51.93MBF 21.999ORDER NR.: 605319WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PESTDUA 541741,BRIDGEWELL RESOURCES,,DANK S.A.,2010-08-08 0:00:00,54846,24930,Montevideo,"Houston, Texas",HOLSATIA EXPRESS,Uruguay,NO MARKS,"10200 SW GREENBURG RD STE. 500 TIGARD, OR 97281 PO BOX 23711 PORTLAND EEUU USA",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,1,GATU8384977,4510,12,PCS,0,,HLCUMVD100602687,,,1024N,A3235297,UNITED KINGDOM,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
URUGUAYAN PINEMBF: 22.386PESO NETO: 25030 KGS.URUGUAYAN PINEMBF: 22.386PESO NETO: 25030 KGS.URUGUAYAN PINEMBF:22.386PESO NETO: 25030 KGS.88 PALLET (S)WITH URUGUAYAN PINE BLANKS KDCBM 211.36MBF 89.544ORDER NR.:603589/603590WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PESTTOTAL GROSS WEIGHT: 101440 KGS.URUGUAYAN PINEMBF 22.386PESO NETO: 25030 KGS.,BRIDGEWELL,BRIDGEWELL,DANK S.A.,2010-08-06 0:00:00,223168,101440,Montevideo,"Charleston, South Carolina",CSAV LONQUEN,Uruguay,NO MARKS NO MARKS NO MARKS NO MARKS,"RESOURCES 10200 SW GREENBURG RD STE.500 TIGARD, OR 97281-PO BOX 23711 PORTLAND EEUU USA",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,4,CRXU9354322 FSCU9567252 TCNU9039230 TRLU5767040,4510 4510 4500 4500,88,PCS,0,,HLCUMVD100700624,,,1024N,3235375 A3235375 3235372 A3235372 3235358 A3235358 3235351 A3235351,LIBERIA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
"CONIFEROUS HOPWOD,PICKET,RAIL8 PACKAGE(S)KD RADIATA PINE LUMBER (908 PCS)PINUS RADIATAFSC CHAIN OF CUSTODY:SCS-COC-000198 FSC MIXED 70EXPIRY DATE: 11/2010P/O Q276CUSTOMER P/O 604865TOT PKGS 8FREIGHT PREPAIDEXPRESS RELEASE",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,TENON LIMITED,2010-08-06 0:00:00,51865,23575,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ARSOS,Jamaica,NO MARKS,"10200 S.W. GREENBURG ROAD SUITE 500 TIGARD, OR 97223 TIGARD, OR","199 CENTENNIAL DRIVE TAUPO, NEW ZEALAND TEL: 64 7 376 0005 TAUPO",97223,1,INKU2462972,4500,8,PCS,35,CM,ANLCNZ4269565,,,BY091,348701,CYPRUS,00 - Consumption Category,ANLC,ANL SINGAPORE PTE LTD,,,79118,70 SHENTON WAY 16-04 MARINA HOUSE,BRIDGEWELL RESOURCES LLC,,TAURANGA,2010,TENON LIMITED,New Zealand
"PARANA PINE PLYWD,N/SURF,<6MMWOODEN FURNITURE PARTS HARMONIZED CODE - 9403PARANA PINE PLYWD,N/SURF,<6MM.90.7000",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,OOO 'TRANSLESSERVICE',2010-08-05 0:00:00,43670,19850,Bremerhaven,"New York/Newark Area, Newark, New Jersey",MSC DONATA,Germany,NO MARKS SAME,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,42 PAVLOVSKAYA STR KOLPINO SAINT PETERSBURG 196653 RUSSIAN FE,97223,1,INKU6700066,4510,28,PCL,31,CM,MSCUR0908435,,,56A,00552784 013220,PANAMA,61 - Immediate Transportation,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,"RIVVA (USA), INC.",,SAINT PETERSBURG,2010,SHIPPER NAME: OOO 'TRANSLESSERVICE',Russia
"WOOD FLOORING, NON CONIFEROUSRED BALAU KILN DRIED E4E",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,RGT ENTERPRISES SDN BHD,2010-08-01 0:00:00,43734,19879,Pusan,"Seattle, Washington",HANJIN LONDON,South Korea,NO MARKS,"INTERNATIONALA DIVISION 10200 SW GREENBURG RD, SUITE 500, TIGARD, OREGON 97223, USA. TEL: 001-503-872-3537***",". 48-01-1, LORONG BATU NILAM, 1B, BANDAR BUKIT TINGGI, 42000 PORT KLANG, SELANGOR DARUL EHSAN",97223,1,INBU5292481,4CG0,19,CRT,0,,HJSCPKG002619A01,H,HJSCPKG002619700,0108E,HB103918,PANAMA,00 - Consumption Category,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,BRIDGEWELL RESOURCES LLC,,PORT KLANG,2010,RGT ENTERPRISES SDN BHD,Russia
,BRIDGEWELL RESOURCES,,DANK S.A.,2010-08-01 0:00:00,108812,49460,Puerto Manzanillo,"Oakland, California",STUTTGART EXPRESS,Panama,NO MARKS NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281 PO BOX 23711 PORTLAND USA",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,2,CLHU8885164 FSCU6589221,4510 4510,34,PCS,0,,HLCUMVD100600396,,,82W26,A3234210 3234210 A3233706 3233706,GERMANY,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
WHEAT GLUTEN USED AS ANIM.FEEDVITAL WHEAT GLUTEN,ROYAL INGREDIENTS INC.,,ROYAL INGREDIENTS GROUP B.V.,2010-07-28 0:00:00,43364,19711,Antwerp,"Oakland, California",HOECHST EXPRESS,Belgium,VITAL WHEAT GLUTEN PRODUCTION DATE EXPIRY DATE BATCH NO.,295 NORTH FRANKLIN STREET DECATUR IL 62523 US,NOORDERSTRAAT 1C ALKMAAR 1823 CS NL,62523,1,HLXU4342852,4000,860,BAG,0,,AWSLAWSL061264,H,HLCUHAM100556064,06W25,136106,GERMANY,00 - Consumption Category,AWSL,ALL WORLD SHIPPING CORP,TAMPA,FL,33609-1065,550 NORTH REO STREET,BRIDGEWELL RESOURCES LLC,,DUELMEN,2010,ROYAL INGREDIENTS GROUP B.V.,Netherlands
WOOD SAWN22 PACKAGESWITH URUGUAYAN PINE BLANKS KDCBM 52.55MBF 22.266ORDER NR.:603585NET WEIGHT: 24890 KGS.WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-07-25 0:00:00,55484,25220,Montevideo,"Charleston, South Carolina",MSC SCANDINAVIA,Uruguay,NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281- PO BOX 23711 PORTLAND EEUU",JUAN PAULLIER 1671 MONTEVIDEO - URUGUAY,97281,1,CPSU6401908,4510,22,PCS,0,,HLCUMVD100600966,,,1021R,A3234277,ANTIGUA AND BARBUDA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
