PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,YEAR,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,SHIPPER_COUNTRY,ekki,greenheart,darina,tatabu,shibadan,tauroniro,garlicwood,locust,bulletwood,kabukalli,wamara,cow wood,mora,bukea,burada,eucalyptus cloeziana,tali,piles
60-ROUND GREENHEART PILE60 LINEAL FEET68-ROUND GREENHEART PILES136 LINEAL FEET66--68-ROUND GREENHEART PILES337 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,28665,13000,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #769 WGM / 7699 /P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,8,PCS,0, ,SOAI019GEOGLO014, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
BUNDLES CONTAINING 131 PIECESROUND EUCALUPTUS CLOEZINA POLES,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,HOLLAND FREIGHT BRIDGE BV,11/26/2010,2010,50613,23006,Antwerp,"Philadelphia, Pennsylvania",GEORGIANA,Belgium,WGM CAMDEN PO 7709 HS CODE 440399,"218 SCHANCK ROAD FREEHOLD, NEW JERSEY 07728 USA",AS FORWARDING AGENTS TO WIJMA KAMPEN B.V. HAATLANDHAVEN 3 8263 AS KAMPEN,7728,1,NC, ,11,PCS,0, ,CCBEEC161AWCD101, , ,EC161, ,PANAMA,00 - Consumption Category,CCBE,CLIPPER STEEL SERVICES BV,COPENHAGEN, ,2100,SUNDKROGSGADE 21,WILLIAM G. MOORE & SON INC, ,BEANR,Holland Freight Bridge B.V.,Netherlands,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ROUND WALLABA POLELENGTHS 20 FT & 30 FT,"WILLIAM G MOORE & SON, INC OF DELAW", ,G S FOREST RESOURCES INC,11/09/2010,2010,75544,34338,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,ORANGE ENDS WGM 1177,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","20 BEL AIR PROMENADE PRASHAD NAGAR, GEORGETOWN GUYANA",7728,1,NC, ,115,PCS,1048,CM,SOAI009GEOGLO006, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,GS Forest Resources,Guyana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND WALLABA POLES LENGTHS 30 FT,"WILLIAM G MOORE & SON, INC OF DELAW", ,G S FOREST RESOURCES INC,11/09/2010,2010,25656,11662,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,ORANGE ENDS WITH 1 BLACK STROKE WGM 1179,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","20 BEL AIR PROMENADE PRASHAD NAGAR, GEORGETOWN GUYANA",7728,1,NC, ,30,PCS,356,CM,SOAI009GEOGLO007, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,GS Forest Resources,Guyana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27-ROUND GREENHEART PILE27 LINEAL FEET32-ROUND GREENHEART PILES128 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,4730,2150,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #766 WGM / 7663/ P.O.G GREY ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,5,PCS,2,CM,SOAI009GEOGLO011, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30--36ROUND GREENHEART PILE520 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,23804,10820,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 768,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,15,PCS,9,CM,SOAI009GEOGLO012, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
80-ROUND GREENHEART PILE80 LINEAL FEET80--84ROUND GREENHEART PILE579 LNEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,40392,18360,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 770 WGM//7707/P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,8,PCS,16,CM,SOAI009GEOGLO015, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74 PIECEROUGH SAWN GREENHEART LUMBE957 BOARD FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,5742,2610,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 772 WGM /7721/P.O. WAXED ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,2,BNDLS,2,CM,SOAI009GEOGLO017, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"100 PIECEDRESSED GREENHEART LUMBE2,700 BOARD FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,16192,7360,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#772 WGM / 7723 / P.O. WAXED END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,4,BNDLS,6,CM,SOAI009GEOGLO018, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"70--76-ROUND GREENHEART PILES360 LINEAL FEET72--79-ROUND GREENHEART PILES533 LINEAL FEET70--77ROUND GREENHEART PILE2,267 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,175626,79830,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#772 WGM/7725/ P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,43,PCS,69,CM,SOAI009GEOGLO019, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"20 PIECESROUGH SAWN GREENHEART LUMBER1,152 BOARD FEET75 PIECEROUGH SAWN GREENHEART LUMBE12,744 BOARD FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,83358,37890,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#772 WGM/7727/P.O. WAXED END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,40,BNDLS,33,CM,SOAI009GEOGLO020, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"51--56-ROUND GREENHEART PILES215 LINEAL FEET51--58ROUND GREENHEART PILE1,209 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,75394,34270,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#772 WGM/7729/P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,26,PCS,30,CM,SOAI009GEOGLO021, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
32--36ROUND GREENHEART PILE212 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,10868,4940,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PUCHASE ORDER # 768 WGM / 7686 / P.O. PINK ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,6,PCS,4,CM,SOAI009GEOGLO022, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61--63ROUND GREENHEART PILE124 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,4818,2190,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER# 769 WGM/7698/P.O. PINK ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,2,PCS,2,CM,SOAI009GEOGLO023, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILE520 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,20020,9100,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 769 WGM/7699/ P.O. GREY ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,8,PCS,8,CM,SOAI009GEOGLO024, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
70--73-ROUND GREENHEART PILE572 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,24618,11190,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 772 WGM / 7725 / P.O. GREY ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,8,PCS,10,CM,SOAI009GEOGLO025, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"59--63-ROUND GREENHEART PILES730 LINEAL FEET59--63-ROUND GREENHEART PILES1,396 LINEAL FEET59--63ROUND GREENHEART PILE1,759 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,198242,90110,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#F 7698 WGM/7698/P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,64,PCS,78,CM,SOAI009GEOGLO013, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"64--68-ROUND GREENHEART PILES867 LINEAL FEET64--68-ROUND GREENHEART PILES2,36264--68ROUND GREENHEART PILE2,447 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,289344,131520,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 769,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,86,PCS,114,CM,SOAI009GEOGLO014, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52-ROUND GREENHEART PILES104 LINEAL FEET56-ROUND GREENHEART PILES112 LINEAL FEET51--53-ROUND GREENHEART PILES104 LINEAL FEET51--53-ROUND GREENHEART PILES207 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,11/09/2010,2010,25036,11380,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 771 V/WGH/7718/P.O. WHITE END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,10,PCS,10,CM,SOAI009GEOGLO016, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EKKI HARDWOODEKKI HARDWOODEKKI HARDWOODEKKI HARDWOODEKKI HARDWOOD,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V,10/05/2010,2010,208573,94806,Rotterdam,"Norfolk, Virginia",LEVERKUSEN EXPRESS,Netherlands,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,218 SCHANCK ROAD FREEHOLD NJ 07728 USA,HAAT LANDHAVEN 3 AS KAMPEN 8263 NETHERLANDS,7728,5,OOLU8295060 BMOU4459010 OOLU8085681 OOLU8691586 OOLU5754720, ,80,BDL,0, ,ATLLUSORF0091588,H,OOLU3056654990,98W37,013810 013847 013892 013838 13835,GERMANY,00 - Consumption Category,ATLL,ATLAS LINE,DN31 3ER GRIMSBY, , ,107 CLEETHORPE ROAD,WILLIAM G. MOORE & SON INC, ,"ROTTERDAM, NETHER",Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"4'X4'X401,400 PIECES ROUGH SAWN GREENHEAR LUMBER","WILLIAM G MOORE & SON, INC OF DELAW", ,TOOLSIE PERSAUD LIMITED,08/24/2010,2010,33000,15000,Demerara,"Savannah, Georgia",BALTIC SEA,Guyana,PURCHASE ORDER#769 ENDS COLOUR MARKS ON ENDS TPL,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","10-12 LOMBARD STREET GEORGETOWN, GUYANA",7728,1,NC, ,29,BNDLS,0, ,SOAI001GEOSAV006, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Toolsie Persaud Limited/Interior Forest Industrie,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12 PIECES 65--67- ROUND GREENHEART PILES 799LINEAL FEET8 PIECES 65--67- ROUND GREENHEART PILES 529 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,55704,25320,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#7645 A WGM/7645 A/P.O.G GREY END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,20,PCS,0, ,SOAI001GEOGLO024, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3 PIECES 49-ROUND GREENHEART PILES147 LINEAL FEET1 PIECE 63-ROUND GREENHEART PILES63 LINEAL FEET2 PIECES 48--49-ROUND GREENHEART PILES97 LINEAL FEET3 PIECES 48--49-ROUND GREENHEART PILES146 LINEAL FEET2 PIECES 63-ROUND GREENHEART PILES126 LINEAL FEET1 PIECE 48-ROUND GREENHEART PILE48 LINEAL FEET5 PIECES 48--49-ROUND GREENHEART PILES245 LINEAL FEET1 PIECE 62-ROUND GREENHEART PILES62 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,42416,19280,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 7645 V/WGH/7645/P.O. WHITE END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,18,PCS,0, ,SOAI001GEOGLO025, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60--61-ROUND GREENHEART PILES302 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,16764,7620,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #767 WGM/7673/P.O. PINK ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,5,PCS,0, ,SOAI001GEOGLO026, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PIECES 48-ROUND GREENHEART PILES240 LINEAL FEETPIECES 43--48ROUND GREENHEAR PILE451 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,28864,13120,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,WGM/7704/P.O. GREY ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,15,PCS,0, ,SOAI001GEOGLO030, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
64--68-ROUND GREENHEAR PILES534 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,24024,10920,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 769 WGM/7699/P.O. PINK ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,8,PCS,0, ,SOAI001GEOGLO028, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
64--68- ROUNDGREENHEART PILES264 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,11880,5400,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #769 WGM/7699/P.O.G PINK ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,4,PCS,0, ,SOAI001GEOGLO029, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PIECES 30--36-ROUND GREENHEART PILES208 LINEAL FEETPIECES 30--36ROUND GREENHEART PILE799 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,56760,25800,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #768 V/ WGH/7686/P.O. WHITE ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,42,PCS,0, ,SOAI001GEOGLO027, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"PIECE 84-ROUND GREENHEART PILES84 LINEAL FEETPIECES 48-ROUGH SAWN GREENHEART LUMBER960 BOARD FEET, 2 BUNDLESPIECES 80--84ROUND GREENHEAR PILE999 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,08/16/2010,2010,81114,36870,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,WGM/7707/P.O. WAX END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,21,PCS,0, ,SOAI001GEOGLO032, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
